# x	y	u	v	flags	mask
1.9200e+02	2.3200e+02	5.4313e+00	-1.5638e-01	0.0000e+00	0.0000e+00
2.0000e+02	2.3200e+02	5.4024e+00	-1.7003e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.3200e+02	5.3337e+00	-1.7513e-01	0.0000e+00	0.0000e+00
2.1600e+02	2.3200e+02	5.3207e+00	-1.4852e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.3200e+02	5.3046e+00	-1.7417e-01	1.0000e+00	0.0000e+00
2.3200e+02	2.3200e+02	5.2251e+00	-1.8349e-01	0.0000e+00	0.0000e+00
2.4000e+02	2.3200e+02	5.2275e+00	-1.9433e-01	0.0000e+00	0.0000e+00
2.4800e+02	2.3200e+02	5.2261e+00	-2.1256e-01	0.0000e+00	0.0000e+00
8.0000e+00	2.2400e+02	6.5051e+00	-3.1284e-02	0.0000e+00	0.0000e+00
1.6000e+01	2.2400e+02	6.3373e+00	-8.2450e-02	0.0000e+00	0.0000e+00
2.4000e+01	2.2400e+02	6.1917e+00	-8.7582e-02	1.0000e+00	0.0000e+00
3.2000e+01	2.2400e+02	6.1726e+00	-8.9285e-02	1.0000e+00	0.0000e+00
4.0000e+01	2.2400e+02	6.3151e+00	-9.2254e-02	0.0000e+00	0.0000e+00
4.8000e+01	2.2400e+02	6.2981e+00	-6.0865e-02	0.0000e+00	0.0000e+00
5.6000e+01	2.2400e+02	6.1304e+00	-9.8574e-02	1.0000e+00	0.0000e+00
6.4000e+01	2.2400e+02	6.0760e+00	-1.0246e-01	1.0000e+00	0.0000e+00
7.2000e+01	2.2400e+02	6.2614e+00	-1.1548e-01	0.0000e+00	0.0000e+00
8.0000e+01	2.2400e+02	6.0473e+00	-1.2064e-01	1.0000e+00	0.0000e+00
8.8000e+01	2.2400e+02	6.0523e+00	-1.2244e-01	1.0000e+00	0.0000e+00
9.6000e+01	2.2400e+02	6.1920e+00	-1.3225e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.2400e+02	6.1900e+00	-1.0526e-01	0.0000e+00	0.0000e+00
1.1200e+02	2.2400e+02	6.1835e+00	-1.1633e-01	0.0000e+00	0.0000e+00
1.2000e+02	2.2400e+02	6.2306e+00	-1.5992e-01	0.0000e+00	0.0000e+00
1.2800e+02	2.2400e+02	6.2515e+00	-1.7423e-01	0.0000e+00	0.0000e+00
1.3600e+02	2.2400e+02	6.1824e+00	-1.4395e-01	0.0000e+00	0.0000e+00
1.4400e+02	2.2400e+02	6.0971e+00	-1.3133e-01	0.0000e+00	0.0000e+00
1.5200e+02	2.2400e+02	6.0687e+00	-1.3039e-01	0.0000e+00	0.0000e+00
1.6000e+02	2.2400e+02	6.1299e+00	-1.3633e-01	0.0000e+00	0.0000e+00
1.6800e+02	2.2400e+02	5.8814e+00	-1.6075e-01	1.0000e+00	0.0000e+00
1.7600e+02	2.2400e+02	6.0727e+00	-2.0345e-01	0.0000e+00	0.0000e+00
1.8400e+02	2.2400e+02	6.0720e+00	-1.7198e-01	0.0000e+00	0.0000e+00
1.9200e+02	2.2400e+02	6.0004e+00	-1.4339e-01	0.0000e+00	0.0000e+00
2.0000e+02	2.2400e+02	5.9460e+00	-1.7358e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.2400e+02	5.8929e+00	-1.7144e-01	0.0000e+00	0.0000e+00
2.1600e+02	2.2400e+02	5.8807e+00	-1.5144e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.2400e+02	5.8375e+00	-1.7432e-01	0.0000e+00	0.0000e+00
2.3200e+02	2.2400e+02	5.8452e+00	-2.2088e-01	0.0000e+00	0.0000e+00
2.4000e+02	2.2400e+02	5.8661e+00	-2.1633e-01	0.0000e+00	0.0000e+00
2.4800e+02	2.2400e+02	5.8911e+00	-2.0037e-01	0.0000e+00	0.0000e+00
8.0000e+00	2.1600e+02	6.7927e+00	-6.5387e-02	0.0000e+00	0.0000e+00
1.6000e+01	2.1600e+02	6.4748e+00	-8.8734e-02	1.0000e+00	0.0000e+00
2.4000e+01	2.1600e+02	6.4840e+00	-9.2356e-02	1.0000e+00	0.0000e+00
3.2000e+01	2.1600e+02	6.7208e+00	-1.3154e-01	0.0000e+00	0.0000e+00
4.0000e+01	2.1600e+02	6.7104e+00	-1.1945e-01	0.0000e+00	0.0000e+00
4.8000e+01	2.1600e+02	6.7095e+00	-7.8266e-02	0.0000e+00	0.0000e+00
5.6000e+01	2.1600e+02	6.6605e+00	-1.0160e-01	0.0000e+00	0.0000e+00
6.4000e+01	2.1600e+02	6.5741e+00	-1.3691e-01	0.0000e+00	0.0000e+00
7.2000e+01	2.1600e+02	6.6685e+00	-1.7876e-01	0.0000e+00	0.0000e+00
8.0000e+01	2.1600e+02	6.5544e+00	-1.5916e-01	0.0000e+00	0.0000e+00
8.8000e+01	2.1600e+02	6.6206e+00	-1.1864e-01	0.0000e+00	0.0000e+00
9.6000e+01	2.1600e+02	6.6050e+00	-1.3430e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.1600e+02	6.5757e+00	-1.1930e-01	0.0000e+00	0.0000e+00
1.1200e+02	2.1600e+02	6.4360e+00	-1.5892e-01	1.0000e+00	0.0000e+00
1.2000e+02	2.1600e+02	6.5970e+00	-1.9709e-01	0.0000e+00	0.0000e+00
1.2800e+02	2.1600e+02	6.6127e+00	-2.0104e-01	0.0000e+00	0.0000e+00
1.3600e+02	2.1600e+02	6.5715e+00	-1.6657e-01	0.0000e+00	0.0000e+00
1.4400e+02	2.1600e+02	6.5470e+00	-1.6481e-01	0.0000e+00	0.0000e+00
1.5200e+02	2.1600e+02	6.3286e+00	-1.6127e-01	1.0000e+00	0.0000e+00
1.6000e+02	2.1600e+02	6.5341e+00	-1.5375e-01	0.0000e+00	0.0000e+00
1.6800e+02	2.1600e+02	6.4738e+00	-1.9694e-01	0.0000e+00	0.0000e+00
1.7600e+02	2.1600e+02	6.4531e+00	-2.2058e-01	0.0000e+00	0.0000e+00
1.8400e+02	2.1600e+02	6.2418e+00	-1.8391e-01	1.0000e+00	0.0000e+00
1.9200e+02	2.1600e+02	6.4297e+00	-1.7560e-01	0.0000e+00	0.0000e+00
2.0000e+02	2.1600e+02	6.3982e+00	-1.9287e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.1600e+02	6.4235e+00	-2.0108e-01	0.0000e+00	0.0000e+00
2.1600e+02	2.1600e+02	6.4147e+00	-2.1067e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.1600e+02	6.3816e+00	-2.3235e-01	0.0000e+00	0.0000e+00
2.3200e+02	2.1600e+02	6.3115e+00	-2.4590e-01	0.0000e+00	0.0000e+00
2.4000e+02	2.1600e+02	6.3368e+00	-1.8991e-01	0.0000e+00	0.0000e+00
2.4800e+02	2.1600e+02	6.3178e+00	-1.9023e-01	0.0000e+00	0.0000e+00
8.0000e+00	2.0800e+02	6.9786e+00	-9.7868e-02	0.0000e+00	0.0000e+00
1.6000e+01	2.0800e+02	6.9221e+00	-9.4780e-02	0.0000e+00	0.0000e+00
2.4000e+01	2.0800e+02	6.6320e+00	-9.4387e-02	1.0000e+00	0.0000e+00
3.2000e+01	2.0800e+02	6.6137e+00	-9.7674e-02	1.0000e+00	0.0000e+00
4.0000e+01	2.0800e+02	6.8666e+00	-1.2887e-01	0.0000e+00	0.0000e+00
4.8000e+01	2.0800e+02	6.9119e+00	-9.4605e-02	0.0000e+00	0.0000e+00
5.6000e+01	2.0800e+02	6.8398e+00	-8.4588e-02	0.0000e+00	0.0000e+00
6.4000e+01	2.0800e+02	6.7805e+00	-1.3174e-01	0.0000e+00	0.0000e+00
7.2000e+01	2.0800e+02	6.6089e+00	-1.3079e-01	1.0000e+00	0.0000e+00
8.0000e+01	2.0800e+02	6.6227e+00	-1.4025e-01	1.0000e+00	0.0000e+00
8.8000e+01	2.0800e+02	6.8311e+00	-1.5948e-01	0.0000e+00	0.0000e+00
9.6000e+01	2.0800e+02	6.8160e+00	-1.5736e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.0800e+02	6.8054e+00	-1.4981e-01	0.0000e+00	0.0000e+00
1.1200e+02	2.0800e+02	6.7973e+00	-1.9256e-01	0.0000e+00	0.0000e+00
1.2000e+02	2.0800e+02	6.8386e+00	-1.9565e-01	0.0000e+00	0.0000e+00
1.2800e+02	2.0800e+02	6.8248e+00	-1.7856e-01	0.0000e+00	0.0000e+00
1.3600e+02	2.0800e+02	6.7746e+00	-1.8690e-01	0.0000e+00	0.0000e+00
1.4400e+02	2.0800e+02	6.7884e+00	-1.8587e-01	0.0000e+00	0.0000e+00
1.5200e+02	2.0800e+02	6.5721e+00	-1.7177e-01	1.0000e+00	0.0000e+00
1.6000e+02	2.0800e+02	6.7976e+00	-1.5895e-01	0.0000e+00	0.0000e+00
1.6800e+02	2.0800e+02	6.7510e+00	-1.9409e-01	0.0000e+00	0.0000e+00
1.7600e+02	2.0800e+02	6.7481e+00	-2.0217e-01	0.0000e+00	0.0000e+00
1.8400e+02	2.0800e+02	6.5095e+00	-1.9841e-01	1.0000e+00	0.0000e+00
1.9200e+02	2.0800e+02	6.7323e+00	-2.4281e-01	0.0000e+00	0.0000e+00
2.0000e+02	2.0800e+02	6.4862e+00	-1.9941e-01	1.0000e+00	0.0000e+00
2.0800e+02	2.0800e+02	6.7258e+00	-2.0585e-01	0.0000e+00	0.0000e+00
2.1600e+02	2.0800e+02	6.7198e+00	-2.3950e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.0800e+02	6.4414e+00	-2.2115e-01	1.0000e+00	0.0000e+00
2.3200e+02	2.0800e+02	6.6415e+00	-2.5576e-01	0.0000e+00	0.0000e+00
2.4000e+02	2.0800e+02	6.6743e+00	-1.9297e-01	0.0000e+00	0.0000e+00
2.4800e+02	2.0800e+02	6.6521e+00	-2.2617e-01	0.0000e+00	0.0000e+00
8.0000e+00	2.0000e+02	6.6712e+00	-9.0313e-02	1.0000e+00	0.0000e+00
1.6000e+01	2.0000e+02	6.6561e+00	-9.4691e-02	1.0000e+00	0.0000e+00
2.4000e+01	2.0000e+02	6.8817e+00	-7.4254e-02	0.0000e+00	0.0000e+00
3.2000e+01	2.0000e+02	6.6472e+00	-1.0323e-01	1.0000e+00	0.0000e+00
4.0000e+01	2.0000e+02	6.8573e+00	-1.1298e-01	0.0000e+00	0.0000e+00
4.8000e+01	2.0000e+02	6.9190e+00	-8.7008e-02	0.0000e+00	0.0000e+00
5.6000e+01	2.0000e+02	6.6697e+00	-1.2076e-01	1.0000e+00	0.0000e+00
6.4000e+01	2.0000e+02	6.6705e+00	-1.2543e-01	1.0000e+00	0.0000e+00
7.2000e+01	2.0000e+02	6.8796e+00	-1.2577e-01	0.0000e+00	0.0000e+00
8.0000e+01	2.0000e+02	6.8925e+00	-1.2370e-01	0.0000e+00	0.0000e+00
8.8000e+01	2.0000e+02	6.8528e+00	-1.7255e-01	0.0000e+00	0.0000e+00
9.6000e+01	2.0000e+02	6.8862e+00	-1.7664e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.0000e+02	6.8227e+00	-1.7199e-01	0.0000e+00	0.0000e+00
1.1200e+02	2.0000e+02	6.8571e+00	-2.0172e-01	0.0000e+00	0.0000e+00
1.2000e+02	2.0000e+02	6.8855e+00	-2.2151e-01	0.0000e+00	0.0000e+00
1.2800e+02	2.0000e+02	6.8533e+00	-1.9009e-01	0.0000e+00	0.0000e+00
1.3600e+02	2.0000e+02	6.8116e+00	-1.8668e-01	0.0000e+00	0.0000e+00
1.4400e+02	2.0000e+02	6.8408e+00	-2.1464e-01	0.0000e+00	0.0000e+00
1.5200e+02	2.0000e+02	6.8584e+00	-1.6840e-01	0.0000e+00	0.0000e+00
1.6000e+02	2.0000e+02	6.8878e+00	-1.6469e-01	0.0000e+00	0.0000e+00
1.6800e+02	2.0000e+02	6.6308e+00	-1.9685e-01	1.0000e+00	0.0000e+00
1.7600e+02	2.0000e+02	6.8304e+00	-1.8522e-01	0.0000e+00	0.0000e+00
1.8400e+02	2.0000e+02	6.8067e+00	-1.8546e-01	0.0000e+00	0.0000e+00
1.9200e+02	2.0000e+02	6.8286e+00	-2.0579e-01	0.0000e+00	0.0000e+00
2.0000e+02	2.0000e+02	6.8250e+00	-1.9646e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.0000e+02	6.8143e+00	-2.0600e-01	0.0000e+00	0.0000e+00
2.1600e+02	2.0000e+02	6.8003e+00	-2.2180e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.0000e+02	6.7985e+00	-2.5488e-01	0.0000e+00	0.0000e+00
2.3200e+02	2.0000e+02	6.8094e+00	-2.7829e-01	0.0000e+00	0.0000e+00
2.4000e+02	2.0000e+02	6.5650e+00	-2.3747e-01	1.0000e+00	0.0000e+00
2.4800e+02	2.0000e+02	6.7891e+00	-2.7154e-01	0.0000e+00	0.0000e+00
8.0000e+00	1.9200e+02	6.8265e+00	-6.9503e-02	0.0000e+00	0.0000e+00
1.6000e+01	1.9200e+02	6.5149e+00	-9.5403e-02	1.0000e+00	0.0000e+00
2.4000e+01	1.9200e+02	6.7283e+00	-1.1400e-01	0.0000e+00	0.0000e+00
3.2000e+01	1.9200e+02	6.4748e+00	-1.0521e-01	1.0000e+00	0.0000e+00
4.0000e+01	1.9200e+02	6.4775e+00	-1.0859e-01	1.0000e+00	0.0000e+00
4.8000e+01	1.9200e+02	6.4764e+00	-1.1422e-01	1.0000e+00	0.0000e+00
5.6000e+01	1.9200e+02	6.4976e+00	-1.1980e-01	1.0000e+00	0.0000e+00
6.4000e+01	1.9200e+02	6.7738e+00	-1.3652e-01	0.0000e+00	0.0000e+00
7.2000e+01	1.9200e+02	6.7601e+00	-1.3734e-01	0.0000e+00	0.0000e+00
8.0000e+01	1.9200e+02	6.7740e+00	-1.4021e-01	0.0000e+00	0.0000e+00
8.8000e+01	1.9200e+02	6.7601e+00	-1.5407e-01	0.0000e+00	0.0000e+00
9.6000e+01	1.9200e+02	6.7966e+00	-1.6303e-01	0.0000e+00	0.0000e+00
1.0400e+02	1.9200e+02	6.7586e+00	-1.7817e-01	0.0000e+00	0.0000e+00
1.1200e+02	1.9200e+02	6.7068e+00	-1.5685e-01	0.0000e+00	0.0000e+00
1.2000e+02	1.9200e+02	6.7473e+00	-1.6549e-01	0.0000e+00	0.0000e+00
1.2800e+02	1.9200e+02	6.6956e+00	-1.5346e-01	0.0000e+00	0.0000e+00
1.3600e+02	1.9200e+02	6.7322e+00	-1.3294e-01	0.0000e+00	0.0000e+00
1.4400e+02	1.9200e+02	6.7070e+00	-1.6568e-01	0.0000e+00	0.0000e+00
1.5200e+02	1.9200e+02	6.7378e+00	-1.8765e-01	0.0000e+00	0.0000e+00
1.6000e+02	1.9200e+02	6.7877e+00	-1.8964e-01	0.0000e+00	0.0000e+00
1.6800e+02	1.9200e+02	6.7299e+00	-2.4431e-01	0.0000e+00	0.0000e+00
1.7600e+02	1.9200e+02	6.7354e+00	-2.3915e-01	0.0000e+00	0.0000e+00
1.8400e+02	1.9200e+02	6.7411e+00	-2.1594e-01	0.0000e+00	0.0000e+00
1.9200e+02	1.9200e+02	6.7580e+00	-2.1092e-01	0.0000e+00	0.0000e+00
2.0000e+02	1.9200e+02	6.5265e+00	-2.1852e-01	1.0000e+00	0.0000e+00
2.0800e+02	1.9200e+02	6.5142e+00	-2.2490e-01	1.0000e+00	0.0000e+00
2.1600e+02	1.9200e+02	6.5094e+00	-2.3111e-01	1.0000e+00	0.0000e+00
2.2400e+02	1.9200e+02	6.5178e+00	-2.3556e-01	1.0000e+00	0.0000e+00
2.3200e+02	1.9200e+02	6.7634e+00	-2.5869e-01	0.0000e+00	0.0000e+00
2.4000e+02	1.9200e+02	6.5228e+00	-2.4495e-01	1.0000e+00	0.0000e+00
2.4800e+02	1.9200e+02	6.7459e+00	-2.5592e-01	0.0000e+00	0.0000e+00
8.0000e+00	1.8400e+02	6.4803e+00	-7.9191e-02	0.0000e+00	0.0000e+00
1.6000e+01	1.8400e+02	6.4466e+00	-1.1478e-01	0.0000e+00	0.0000e+00
2.4000e+01	1.8400e+02	6.4161e+00	-9.5100e-02	0.0000e+00	0.0000e+00
3.2000e+01	1.8400e+02	6.4114e+00	-9.8423e-02	0.0000e+00	0.0000e+00
4.0000e+01	1.8400e+02	6.4002e+00	-1.1566e-01	0.0000e+00	0.0000e+00
4.8000e+01	1.8400e+02	6.4337e+00	-1.2881e-01	0.0000e+00	0.0000e+00
5.6000e+01	1.8400e+02	6.4276e+00	-1.4423e-01	0.0000e+00	0.0000e+00
6.4000e+01	1.8400e+02	6.4246e+00	-1.2633e-01	0.0000e+00	0.0000e+00
7.2000e+01	1.8400e+02	6.4482e+00	-1.2545e-01	0.0000e+00	0.0000e+00
8.0000e+01	1.8400e+02	6.4580e+00	-1.3337e-01	0.0000e+00	0.0000e+00
8.8000e+01	1.8400e+02	6.4793e+00	-1.2636e-01	0.0000e+00	0.0000e+00
9.6000e+01	1.8400e+02	6.4711e+00	-1.3841e-01	0.0000e+00	0.0000e+00
1.0400e+02	1.8400e+02	6.2593e+00	-1.5784e-01	1.0000e+00	0.0000e+00
1.1200e+02	1.8400e+02	6.4232e+00	-1.4550e-01	0.0000e+00	0.0000e+00
1.2000e+02	1.8400e+02	6.4773e+00	-1.4367e-01	0.0000e+00	0.0000e+00
1.2800e+02	1.8400e+02	6.4280e+00	-1.6520e-01	0.0000e+00	0.0000e+00
1.3600e+02	1.8400e+02	6.4370e+00	-1.2654e-01	0.0000e+00	0.0000e+00
1.4400e+02	1.8400e+02	6.4427e+00	-1.4549e-01	0.0000e+00	0.0000e+00
1.5200e+02	1.8400e+02	6.4484e+00	-2.1053e-01	0.0000e+00	0.0000e+00
1.6000e+02	1.8400e+02	6.4757e+00	-2.1396e-01	0.0000e+00	0.0000e+00
1.6800e+02	1.8400e+02	6.4678e+00	-2.3828e-01	0.0000e+00	0.0000e+00
1.7600e+02	1.8400e+02	6.5001e+00	-2.2054e-01	0.0000e+00	0.0000e+00
1.8400e+02	1.8400e+02	6.5027e+00	-2.1341e-01	0.0000e+00	0.0000e+00
1.9200e+02	1.8400e+02	6.5296e+00	-2.3976e-01	0.0000e+00	0.0000e+00
2.0000e+02	1.8400e+02	6.3047e+00	-2.1750e-01	1.0000e+00	0.0000e+00
2.0800e+02	1.8400e+02	6.5057e+00	-2.4126e-01	0.0000e+00	0.0000e+00
2.1600e+02	1.8400e+02	6.5023e+00	-2.3605e-01	0.0000e+00	0.0000e+00
2.2400e+02	1.8400e+02	6.5257e+00	-2.3725e-01	0.0000e+00	0.0000e+00
2.3200e+02	1.8400e+02	6.5075e+00	-2.3545e-01	0.0000e+00	0.0000e+00
2.4000e+02	1.8400e+02	6.4986e+00	-2.3000e-01	0.0000e+00	0.0000e+00
2.4800e+02	1.8400e+02	6.5065e+00	-2.5496e-01	0.0000e+00	0.0000e+00
8.0000e+00	1.7600e+02	6.0045e+00	-6.6710e-02	0.0000e+00	0.0000e+00
1.6000e+01	1.7600e+02	5.9092e+00	-1.2018e-01	0.0000e+00	0.0000e+00
2.4000e+01	1.7600e+02	5.8873e+00	-1.1146e-01	0.0000e+00	0.0000e+00
3.2000e+01	1.7600e+02	5.9022e+00	-9.1284e-02	0.0000e+00	0.0000e+00
4.0000e+01	1.7600e+02	5.6608e+00	-1.1228e-01	1.0000e+00	0.0000e+00
4.8000e+01	1.7600e+02	5.6834e+00	-1.1761e-01	1.0000e+00	0.0000e+00
