# x	y	u	v	flags	mask
1.5200e+02	2.3200e+02	7.9690e-01	-7.6529e-01	1.0000e+00	0.0000e+00
1.6000e+02	2.3200e+02	9.5421e-01	-1.9077e+00	0.0000e+00	0.0000e+00
1.6800e+02	2.3200e+02	1.0334e+00	-1.9551e+00	0.0000e+00	0.0000e+00
1.7600e+02	2.3200e+02	9.0133e-01	1.2414e+00	0.0000e+00	0.0000e+00
1.8400e+02	2.3200e+02	1.1624e+00	3.0250e-01	0.0000e+00	0.0000e+00
1.9200e+02	2.3200e+02	9.0416e-01	2.4208e-01	0.0000e+00	0.0000e+00
2.0000e+02	2.3200e+02	6.6169e-01	2.4344e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.3200e+02	2.2924e-01	4.2807e-01	0.0000e+00	0.0000e+00
2.1600e+02	2.3200e+02	-2.8435e-01	6.6020e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.3200e+02	-7.3993e-01	5.4583e-01	0.0000e+00	0.0000e+00
2.3200e+02	2.3200e+02	-1.8323e-01	2.1184e-01	1.0000e+00	0.0000e+00
2.4000e+02	2.3200e+02	-1.9384e-01	8.2030e-02	1.0000e+00	0.0000e+00
2.4800e+02	2.3200e+02	-3.5140e-01	-6.6060e-01	0.0000e+00	0.0000e+00
8.0000e+00	2.2400e+02	-1.3397e+00	-1.5276e+00	0.0000e+00	0.0000e+00
1.6000e+01	2.2400e+02	-8.2981e-01	8.4585e-01	1.0000e+00	0.0000e+00
2.4000e+01	2.2400e+02	-4.6667e-01	2.1125e+00	0.0000e+00	0.0000e+00
3.2000e+01	2.2400e+02	-4.5707e-01	1.9043e+00	0.0000e+00	0.0000e+00
4.0000e+01	2.2400e+02	-9.3028e-01	1.9509e+00	0.0000e+00	0.0000e+00
4.8000e+01	2.2400e+02	-7.5417e-01	5.9330e-01	1.0000e+00	0.0000e+00
5.6000e+01	2.2400e+02	-1.8101e+00	-1.1964e+00	0.0000e+00	0.0000e+00
6.4000e+01	2.2400e+02	-1.1726e+00	-4.6871e-01	0.0000e+00	0.0000e+00
7.2000e+01	2.2400e+02	-1.0624e+00	-1.5638e-01	0.0000e+00	0.0000e+00
8.0000e+01	2.2400e+02	-1.0588e+00	-1.3000e-01	0.0000e+00	0.0000e+00
8.8000e+01	2.2400e+02	-8.6785e-01	-3.0279e-01	0.0000e+00	0.0000e+00
9.6000e+01	2.2400e+02	-6.8277e-01	-2.9996e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.2400e+02	-3.8387e-01	8.0788e-02	0.0000e+00	0.0000e+00
1.1200e+02	2.2400e+02	-1.7613e-01	3.2956e-01	0.0000e+00	0.0000e+00
1.2000e+02	2.2400e+02	-1.0886e-01	-1.1359e-01	1.0000e+00	0.0000e+00
1.2800e+02	2.2400e+02	2.4950e-02	-1.6133e-01	1.0000e+00	0.0000e+00
1.3600e+02	2.2400e+02	1.4592e-01	-2.9384e-01	1.0000e+00	0.0000e+00
1.4400e+02	2.2400e+02	2.6571e-01	-9.2435e-01	0.0000e+00	0.0000e+00
1.5200e+02	2.2400e+02	7.1570e-01	-1.0706e+00	0.0000e+00	0.0000e+00
1.6000e+02	2.2400e+02	1.1952e+00	-1.4397e+00	0.0000e+00	0.0000e+00
1.6800e+02	2.2400e+02	1.0140e+00	-4.7694e-01	1.0000e+00	0.0000e+00
1.7600e+02	2.2400e+02	2.2839e+00	-6.2172e-02	0.0000e+00	0.0000e+00
1.8400e+02	2.2400e+02	1.1125e+00	-8.5701e-02	1.0000e+00	0.0000e+00
1.9200e+02	2.2400e+02	8.6667e-01	7.1142e-02	0.0000e+00	0.0000e+00
2.0000e+02	2.2400e+02	6.7974e-01	-9.5451e-03	0.0000e+00	0.0000e+00
2.0800e+02	2.2400e+02	3.9563e-01	1.6483e-01	0.0000e+00	0.0000e+00
2.1600e+02	2.2400e+02	1.2769e-01	3.5840e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.2400e+02	3.0845e-02	4.0003e-01	0.0000e+00	0.0000e+00
2.3200e+02	2.2400e+02	1.3426e-01	2.4473e-01	0.0000e+00	0.0000e+00
2.4000e+02	2.2400e+02	-3.2445e-02	7.6292e-02	1.0000e+00	0.0000e+00
2.4800e+02	2.2400e+02	-3.2746e-02	-5.4415e-02	1.0000e+00	0.0000e+00
8.0000e+00	2.1600e+02	-5.2156e-01	7.4756e-01	1.0000e+00	0.0000e+00
1.6000e+01	2.1600e+02	5.9397e-01	2.4918e+00	0.0000e+00	0.0000e+00
2.4000e+01	2.1600e+02	-4.8421e-01	1.6411e+00	0.0000e+00	0.0000e+00
3.2000e+01	2.1600e+02	-9.2127e-01	1.2925e+00	0.0000e+00	0.0000e+00
4.0000e+01	2.1600e+02	-1.2345e+00	1.0841e+00	0.0000e+00	0.0000e+00
4.8000e+01	2.1600e+02	-9.5343e-01	5.6739e-01	0.0000e+00	0.0000e+00
5.6000e+01	2.1600e+02	-7.6333e-01	3.2604e-01	1.0000e+00	0.0000e+00
6.4000e+01	2.1600e+02	-6.9256e-01	-2.0983e-01	0.0000e+00	0.0000e+00
7.2000e+01	2.1600e+02	-6.5871e-01	-1.7636e-01	0.0000e+00	0.0000e+00
8.0000e+01	2.1600e+02	-7.1434e-01	-2.7703e-01	0.0000e+00	0.0000e+00
8.8000e+01	2.1600e+02	-4.8882e-01	-2.6619e-01	1.0000e+00	0.0000e+00
9.6000e+01	2.1600e+02	-9.8779e-01	-3.1102e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.1600e+02	-4.3453e-01	-8.8551e-02	1.0000e+00	0.0000e+00
1.1200e+02	2.1600e+02	-5.1357e-01	8.9988e-03	1.0000e+00	0.0000e+00
1.2000e+02	2.1600e+02	-4.5731e-01	1.0579e-01	1.0000e+00	0.0000e+00
1.2800e+02	2.1600e+02	-2.3423e+00	-5.3105e-01	0.0000e+00	0.0000e+00
1.3600e+02	2.1600e+02	-2.4284e-01	9.4411e-03	1.0000e+00	0.0000e+00
1.4400e+02	2.1600e+02	-5.4318e-01	-3.7149e-01	0.0000e+00	0.0000e+00
1.5200e+02	2.1600e+02	2.0576e-01	-5.6397e-01	0.0000e+00	0.0000e+00
1.6000e+02	2.1600e+02	7.3405e-01	-5.6447e-01	0.0000e+00	0.0000e+00
1.6800e+02	2.1600e+02	9.0175e-01	-3.5457e-01	1.0000e+00	0.0000e+00
1.7600e+02	2.1600e+02	1.0157e+00	-2.9105e-01	1.0000e+00	0.0000e+00
1.8400e+02	2.1600e+02	1.2833e+00	-1.0843e-01	0.0000e+00	0.0000e+00
1.9200e+02	2.1600e+02	1.0995e+00	-6.7529e-02	0.0000e+00	0.0000e+00
2.0000e+02	2.1600e+02	1.0938e+00	-1.6657e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.1600e+02	4.9584e-01	1.6448e-01	1.0000e+00	0.0000e+00
2.1600e+02	2.1600e+02	6.2125e-01	1.7712e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.1600e+02	2.3477e-01	1.8829e-01	1.0000e+00	0.0000e+00
2.3200e+02	2.1600e+02	6.4785e-01	7.0687e-01	0.0000e+00	0.0000e+00
2.4000e+02	2.1600e+02	6.5710e-01	-2.0475e-02	0.0000e+00	0.0000e+00
2.4800e+02	2.1600e+02	1.1950e-01	-1.0823e-01	1.0000e+00	0.0000e+00
8.0000e+00	2.0800e+02	-2.3352e-01	6.6943e-01	1.0000e+00	0.0000e+00
1.6000e+01	2.0800e+02	8.6622e-01	1.1948e+00	0.0000e+00	0.0000e+00
2.4000e+01	2.0800e+02	-8.2354e-01	8.3504e-01	0.0000e+00	0.0000e+00
3.2000e+01	2.0800e+02	-1.0608e+00	9.6143e-01	0.0000e+00	0.0000e+00
4.0000e+01	2.0800e+02	-1.4015e+00	1.1044e+00	0.0000e+00	0.0000e+00
4.8000e+01	2.0800e+02	-9.7967e-01	6.8471e-01	0.0000e+00	0.0000e+00
5.6000e+01	2.0800e+02	-6.2446e-01	4.7128e-01	1.0000e+00	0.0000e+00
6.4000e+01	2.0800e+02	-1.7065e-01	3.7494e-02	0.0000e+00	0.0000e+00
7.2000e+01	2.0800e+02	-1.4322e-01	-6.3278e-02	0.0000e+00	0.0000e+00
8.0000e+01	2.0800e+02	-3.7477e-01	-3.4880e-01	0.0000e+00	0.0000e+00
8.8000e+01	2.0800e+02	-4.3130e-01	-4.1861e-01	0.0000e+00	0.0000e+00
9.6000e+01	2.0800e+02	-6.6250e-01	-4.8523e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.0800e+02	-4.7295e-01	-1.6195e-01	1.0000e+00	0.0000e+00
1.1200e+02	2.0800e+02	-6.6051e-01	-2.8217e-02	1.0000e+00	0.0000e+00
1.2000e+02	2.0800e+02	-3.0094e+00	8.7813e-01	0.0000e+00	0.0000e+00
1.2800e+02	2.0800e+02	-2.5830e+00	2.6619e-01	0.0000e+00	0.0000e+00
1.3600e+02	2.0800e+02	-1.6151e+00	2.3755e-01	0.0000e+00	0.0000e+00
1.4400e+02	2.0800e+02	-1.5445e-01	1.4634e-01	1.0000e+00	0.0000e+00
1.5200e+02	2.0800e+02	3.2145e-02	7.7281e-02	0.0000e+00	0.0000e+00
1.6000e+02	2.0800e+02	4.5679e-01	4.1616e-02	0.0000e+00	0.0000e+00
1.6800e+02	2.0800e+02	7.9983e-01	-1.6204e-01	0.0000e+00	0.0000e+00
1.7600e+02	2.0800e+02	9.8249e-01	-3.0197e-01	0.0000e+00	0.0000e+00
1.8400e+02	2.0800e+02	9.9398e-01	-1.8448e-01	1.0000e+00	0.0000e+00
1.9200e+02	2.0800e+02	9.3645e-01	-1.3749e-01	1.0000e+00	0.0000e+00
2.0000e+02	2.0800e+02	7.1864e-01	-1.1987e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.0800e+02	6.1418e-01	5.0583e-02	1.0000e+00	0.0000e+00
2.1600e+02	2.0800e+02	6.5664e-01	-3.9864e-02	0.0000e+00	0.0000e+00
2.2400e+02	2.0800e+02	5.5558e-01	6.6370e-01	0.0000e+00	0.0000e+00
2.3200e+02	2.0800e+02	3.2409e-01	-4.5566e-02	1.0000e+00	0.0000e+00
2.4000e+02	2.0800e+02	7.1296e-02	-2.3498e-01	0.0000e+00	0.0000e+00
2.4800e+02	2.0800e+02	1.1383e-01	-5.0490e-01	0.0000e+00	0.0000e+00
8.0000e+00	2.0000e+02	4.6047e-01	5.3538e-01	0.0000e+00	0.0000e+00
1.6000e+01	2.0000e+02	-2.1927e-01	2.5865e-01	0.0000e+00	0.0000e+00
2.4000e+01	2.0000e+02	-1.0554e+00	3.0295e-02	0.0000e+00	0.0000e+00
3.2000e+01	2.0000e+02	-2.0296e+00	8.9816e-01	0.0000e+00	0.0000e+00
4.0000e+01	2.0000e+02	-4.1075e-01	8.0487e-01	1.0000e+00	0.0000e+00
4.8000e+01	2.0000e+02	-3.8285e-01	7.5832e-01	1.0000e+00	0.0000e+00
5.6000e+01	2.0000e+02	-2.9855e-01	6.4317e-01	1.0000e+00	0.0000e+00
6.4000e+01	2.0000e+02	-1.6809e-02	1.9316e-01	0.0000e+00	0.0000e+00
7.2000e+01	2.0000e+02	1.1095e-01	3.1656e-01	0.0000e+00	0.0000e+00
8.0000e+01	2.0000e+02	1.5426e-01	2.4651e-02	0.0000e+00	0.0000e+00
8.8000e+01	2.0000e+02	-1.1681e-01	-4.2570e-01	0.0000e+00	0.0000e+00
9.6000e+01	2.0000e+02	-2.9266e-01	-6.5271e-01	0.0000e+00	0.0000e+00
1.0400e+02	2.0000e+02	-2.2968e-01	-2.5741e-01	1.0000e+00	0.0000e+00
1.1200e+02	2.0000e+02	-4.2196e-01	-7.8326e-02	1.0000e+00	0.0000e+00
1.2000e+02	2.0000e+02	-1.0717e+00	1.3040e+00	0.0000e+00	0.0000e+00
1.2800e+02	2.0000e+02	-1.2799e+00	1.4661e+00	0.0000e+00	0.0000e+00
1.3600e+02	2.0000e+02	-1.2145e+00	8.5031e-01	0.0000e+00	0.0000e+00
1.4400e+02	2.0000e+02	-3.3327e-02	5.6975e-01	0.0000e+00	0.0000e+00
1.5200e+02	2.0000e+02	2.4737e-01	4.6847e-01	1.0000e+00	0.0000e+00
1.6000e+02	2.0000e+02	5.5256e-01	2.4623e-01	1.0000e+00	0.0000e+00
1.6800e+02	2.0000e+02	1.0387e+00	1.6185e-02	0.0000e+00	0.0000e+00
1.7600e+02	2.0000e+02	1.1834e+00	-3.4682e-01	0.0000e+00	0.0000e+00
1.8400e+02	2.0000e+02	8.1796e-01	-6.1239e-01	0.0000e+00	0.0000e+00
1.9200e+02	2.0000e+02	9.3029e-01	-2.6441e-01	1.0000e+00	0.0000e+00
2.0000e+02	2.0000e+02	3.8555e-01	1.6696e-01	0.0000e+00	0.0000e+00
2.0800e+02	2.0000e+02	7.4046e-01	-5.7351e-02	1.0000e+00	0.0000e+00
2.1600e+02	2.0000e+02	3.8969e-01	-1.6484e-01	0.0000e+00	0.0000e+00
2.2400e+02	2.0000e+02	9.7862e-03	5.8833e-01	0.0000e+00	0.0000e+00
2.3200e+02	2.0000e+02	5.1356e-01	-1.8419e-01	1.0000e+00	0.0000e+00
2.4000e+02	2.0000e+02	1.0513e-02	-3.0603e-01	0.0000e+00	0.0000e+00
2.4800e+02	2.0000e+02	4.2399e-03	-5.9278e-01	0.0000e+00	0.0000e+00
8.0000e+00	1.9200e+02	-5.5462e-03	-3.3764e-02	0.0000e+00	0.0000e+00
1.6000e+01	1.9200e+02	3.3429e-01	-4.9998e-02	1.0000e+00	0.0000e+00
2.4000e+01	1.9200e+02	2.3685e-01	3.4671e-01	1.0000e+00	0.0000e+00
3.2000e+01	1.9200e+02	8.6239e-02	6.1260e-01	1.0000e+00	0.0000e+00
4.0000e+01	1.9200e+02	-9.5907e-01	2.3414e+00	0.0000e+00	0.0000e+00
4.8000e+01	1.9200e+02	-4.3683e-02	8.1995e-01	1.0000e+00	0.0000e+00
5.6000e+01	1.9200e+02	4.8496e-02	7.8401e-01	1.0000e+00	0.0000e+00
6.4000e+01	1.9200e+02	1.4736e-01	3.6135e-01	0.0000e+00	0.0000e+00
7.2000e+01	1.9200e+02	1.2125e-01	1.2575e-01	1.0000e+00	0.0000e+00
8.0000e+01	1.9200e+02	1.2396e-01	-2.0972e-01	1.0000e+00	0.0000e+00
8.8000e+01	1.9200e+02	3.0154e-01	-3.5988e-01	0.0000e+00	0.0000e+00
9.6000e+01	1.9200e+02	1.4090e-01	-8.3450e-01	0.0000e+00	0.0000e+00
1.0400e+02	1.9200e+02	2.7375e-01	-9.2280e-01	0.0000e+00	0.0000e+00
1.1200e+02	1.9200e+02	3.4483e-01	-1.0183e+00	0.0000e+00	0.0000e+00
1.2000e+02	1.9200e+02	-1.7814e-01	1.9324e-01	1.0000e+00	0.0000e+00
1.2800e+02	1.9200e+02	-2.0491e-01	4.9470e-01	1.0000e+00	0.0000e+00
1.3600e+02	1.9200e+02	1.2061e-01	1.1962e+00	0.0000e+00	0.0000e+00
1.4400e+02	1.9200e+02	3.2734e-01	8.5717e-01	0.0000e+00	0.0000e+00
1.5200e+02	1.9200e+02	4.9350e-01	1.0697e+00	0.0000e+00	0.0000e+00
1.6000e+02	1.9200e+02	9.7972e-01	1.3665e+00	0.0000e+00	0.0000e+00
1.6800e+02	1.9200e+02	5.9488e-01	2.0971e-01	1.0000e+00	0.0000e+00
1.7600e+02	1.9200e+02	7.3905e-01	-1.0241e-02	1.0000e+00	0.0000e+00
1.8400e+02	1.9200e+02	1.3836e+00	-1.0435e+00	0.0000e+00	0.0000e+00
1.9200e+02	1.9200e+02	9.4754e-01	-1.3251e-01	0.0000e+00	0.0000e+00
2.0000e+02	1.9200e+02	7.3805e-01	8.8714e-02	0.0000e+00	0.0000e+00
2.0800e+02	1.9200e+02	8.0298e-01	-1.0862e-01	1.0000e+00	0.0000e+00
2.1600e+02	1.9200e+02	5.3824e-01	-4.8084e-01	0.0000e+00	0.0000e+00
2.2400e+02	1.9200e+02	7.6117e-01	-1.1535e-01	1.0000e+00	0.0000e+00
2.3200e+02	1.9200e+02	7.4820e-01	-2.5577e-01	1.0000e+00	0.0000e+00
2.4000e+02	1.9200e+02	5.3534e-01	-3.1879e-01	0.0000e+00	0.0000e+00
2.4800e+02	1.9200e+02	4.4614e-01	-1.0217e+00	0.0000e+00	0.0000e+00
8.0000e+00	1.8400e+02	1.7412e+00	-1.9718e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.8400e+02	1.2972e+00	-4.1218e-01	0.0000e+00	0.0000e+00
2.4000e+01	1.8400e+02	1.0253e+00	-8.1737e-01	0.0000e+00	0.0000e+00
3.2000e+01	1.8400e+02	1.6344e+00	-6.4256e-01	0.0000e+00	0.0000e+00
4.0000e+01	1.8400e+02	7.6205e-01	2.5977e+00	0.0000e+00	0.0000e+00
4.8000e+01	1.8400e+02	4.2156e-01	8.3638e-01	1.0000e+00	0.0000e+00
5.6000e+01	1.8400e+02	4.7974e-01	1.0179e+00	0.0000e+00	0.0000e+00
6.4000e+01	1.8400e+02	3.5696e-01	4.7428e-01	0.0000e+00	0.0000e+00
7.2000e+01	1.8400e+02	3.3041e-01	1.3950e-01	1.0000e+00	0.0000e+00
8.0000e+01	1.8400e+02	3.5964e-01	4.8072e-01	0.0000e+00	0.0000e+00
8.8000e+01	1.8400e+02	2.7445e-01	-1.6806e-01	0.0000e+00	0.0000e+00
9.6000e+01	1.8400e+02	6.4552e-01	-1.0843e+00	0.0000e+00	0.0000e+00
1.0400e+02	1.8400e+02	9.7216e-01	-1.1943e+00	0.0000e+00	0.0000e+00
1.1200e+02	1.8400e+02	6.4092e-01	-5.3490e-01	0.0000e+00	0.0000e+00
1.2000e+02	1.8400e+02	1.3295e+00	3.0988e-01	0.0000e+00	0.0000e+00
1.2800e+02	1.8400e+02	1.0998e+00	1.0742e+00	0.0000e+00	0.0000e+00
1.3600e+02	1.8400e+02	4.0216e-01	1.1302e+00	0.0000e+00	0.0000e+00
1.4400e+02	1.8400e+02	3.7905e-01	9.9092e-01	0.0000e+00	0.0000e+00
1.5200e+02	1.8400e+02	4.3218e-01	1.0963e+00	0.0000e+00	0.0000e+00
1.6000e+02	1.8400e+02	5.0825e-01	1.6433e+00	0.0000e+00	0.0000e+00
1.6800e+02	1.8400e+02	9.2642e-01	1.3901e+00	0.0000e+00	0.0000e+00
1.7600e+02	1.8400e+02	9.8506e-01	-1.0766e+00	0.0000e+00	0.0000e+00
1.8400e+02	1.8400e+02	9.8960e-01	-1.0052e+00	0.0000e+00	0.0000e+00
1.9200e+02	1.8400e+02	1.3303e+00	-5.5336e-01	0.0000e+00	0.0000e+00
2.0000e+02	1.8400e+02	1.1635e+00	-2.2645e-01	0.0000e+00	0.0000e+00
2.0800e+02	1.8400e+02	7.8627e-01	-1.0921e-01	1.0000e+00	0.0000e+00
2.1600e+02	1.8400e+02	1.0812e+00	-6.9866e-01	0.0000e+00	0.0000e+00
2.2400e+02	1.8400e+02	8.8329e-01	-8.9488e-02	1.0000e+00	0.0000e+00
2.3200e+02	1.8400e+02	9.3512e-01	-2.5656e-01	1.0000e+00	0.0000e+00
2.4000e+02	1.8400e+02	9.8162e-01	-2.6369e-01	1.0000e+00	0.0000e+00
2.4800e+02	1.8400e+02	9.8742e-01	-9.7938e-01	0.0000e+00	0.0000e+00
8.0000e+00	1.7600e+02	1.7953e+00	-1.6910e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.7600e+02	1.6118e+00	-1.0041e+00	0.0000e+00	0.0000e+00
2.4000e+01	1.7600e+02	9.6846e-01	1.3372e-02	1.0000e+00	0.0000e+00
3.2000e+01	1.7600e+02	2.2575e-02	-6.0857e-01	0.0000e+00	0.0000e+00
4.0000e+01	1.7600e+02	1.3674e+00	2.7177e+00	0.0000e+00	0.0000e+00
4.8000e+01	1.7600e+02	8.5781e-01	9.5852e-01	1.0000e+00	0.0000e+00
